02265 211      CI
02265 211      GE
02265 211      GI
02266 137      SS
02266 137      TR
02266 137      CI
02266 137      GI
02266 137      CG
02266 137      DR
02266 137      CR
02266 137      TI
02266 137      SR
02266 137      GG
02266 137      CS
02266 137      GE
02266 137      SG
02268 194      CG
02268 194      GE
02268 194      CC
02268 194      GI
02268 194      SR
02268 194      GG
02268 194      DR
02268 194      CI
02268 194      TR
02268 194      CR
02268 194      SG
02268 194      SS
02268 194      TI
02268 194      CS
02269 210      GI
02269 210      GG
02269 210      CR
02269 210      CC
02269 210      SG
02269 210      TI
02269 210      TR
02269 210      CS
02269 210      DR
02269 210      SR
02269 210      GE
02269 210      CG
02269 210      SS
02269 210      CI
02270 181      CC
02270 181      GE
